0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00
<break/>
1.031043594332015645e-01,5.738728418807931275e-01,1.077459849473658027e+00,1.627648036259973230e+00,2.182472272956784476e+00,2.668844687159290796e+00,3.191597141042837649e+00,3.673033119131769109e+00,4.052159457463021752e+00,4.421813223182516239e+00
1.754017426192067686e-01,6.171979053126424031e-01,1.114140018759198325e+00,1.649803662048401565e+00,2.252630470636351578e+00,2.632563989088837708e+00,3.169044466722781284e+00,3.826618756010650824e+00,4.165235922412891867e+00,4.467930205136172894e+00
2.430453079850145581e-01,6.224014482636545109e-01,1.134328761295916532e+00,1.643122267255866742e+00,2.182877714099691779e+00,2.734402499732730085e+00,3.367536651512041512e+00,3.914128254138576235e+00,4.260791213568954738e+00,4.580865892168692888e+00
3.284985289002209652e-01,7.412514362874765839e-01,1.169807432225136168e+00,1.650201961146563923e+00,2.209170463068887091e+00,2.789723226371369158e+00,3.390788289335135097e+00,3.902241399927974808e+00,4.230713635893238234e+00,4.499968135307330641e+00
3.623721868263275470e-01,7.641126814678749213e-01,1.141968277132991982e+00,1.638586953008247082e+00,2.227035900424630732e+00,2.754811812658233716e+00,3.279733641832172975e+00,3.754828961754771210e+00,4.123013598878423558e+00,4.460385329312589242e+00
3.638300014700467377e-01,7.464499451202416536e-01,1.113298059199439471e+00,1.625671665206971594e+00,2.184938951553388353e+00,2.650153530848638805e+00,3.093780372479571383e+00,3.540347101063364033e+00,4.006515498909206663e+00,4.473238285485942711e+00
3.577030170668830111e-01,7.634529055170746759e-01,1.175795006168449675e+00,1.738179997067789584e+00,2.135167380376143953e+00,2.587915898548094340e+00,2.986980117203520191e+00,3.427920204452041375e+00,3.957518442913109169e+00,4.629097995353347095e+00
3.613560806736675901e-01,7.775934258047033643e-01,1.281608553079090385e+00,1.549113937926189344e+00,1.994188827274852471e+00,2.533317806021046170e+00,3.023176221928806306e+00,3.431929677114911481e+00,4.025859020296661761e+00,4.619914669340865920e+00
3.700032945787952721e-01,7.575723068205709732e-01,1.167445188759632213e+00,1.606077785249653944e+00,2.064295549279653752e+00,2.554698570389976719e+00,3.157064300860516592e+00,3.760706085512728336e+00,4.301469381121341584e+00,4.783898882905655903e+00
2.612759282366099445e-01,7.036669787269658194e-01,1.160548899462394035e+00,1.650777456645303731e+00,2.235910241052716962e+00,2.694333026800771247e+00,3.316347090179461166e+00,3.964508333684379604e+00,4.672632895055411240e+00,4.953836931622889850e+00
<break/>
