1.402064077189033808e+00,2.347501532032196359e+00,2.565410391760662989e+00,2.323216573794589124e+00,1.941546152412988668e+00,1.491306969569476726e+00,1.301789087632004627e+00,1.362716012029957957e+00,1.528392402616703727e+00,1.820157398138918525e+00,2.162284086214643519e+00,2.435449065244255973e+00,2.860976471636536456e+00,3.121308301800413521e+00,3.588380846428675053e+00,3.890371098118441395e+00,3.889084067616008777e+00,3.989544116991818878e+00,4.075531879174767447e+00,4.201509574382086498e+00,4.423568485597597189e+00,4.449325271863067144e+00,4.378146623460239972e+00,4.234174014658884211e+00,4.049260987144879032e+00,3.988319185169821868e+00,3.912007201629928321e+00,4.105555550314825553e+00,4.259440797716896654e+00,4.303714143572947570e+00,4.283386442118803039e+00,4.155201624113865400e+00,4.110465282243893625e+00,3.976146173357113511e+00,3.966979071467904738e+00,3.815895748146063582e+00,3.708232597573970057e+00,3.557409104368022934e+00,3.373264793159568509e+00,3.127923650304587522e+00,2.956573529070802397e+00,2.882738453879232665e+00,2.879252852940813234e+00,2.711053650095164524e+00,2.634163079555073228e+00,2.308318895655967928e+00,2.090713699602283260e+00,2.132361013664861638e+00,2.923295584040809914e+00,4.723481513413966937e+00
1.750827932885872906e+00,2.711145840356411707e+00,2.614949395930279863e+00,2.273337320521320759e+00,1.551254207570756272e+00,8.758246301844635484e-01,4.001648025754045990e-01,3.186823606291798172e-01,3.209047865573904090e-01,5.121805952102053139e-01,5.788249396132868485e-01,6.749716690729824498e-01,8.550249613627176615e-01,1.108013559155442529e+00,1.218643075453698765e+00,1.268967077067956861e+00,1.354872672774827702e+00,1.407016418610502306e+00,1.321644948005752163e+00,1.377621547832372784e+00,1.583419195996881745e+00,1.624121231879187555e+00,1.460821654981264039e+00,1.447551388725398347e+00,1.349209477120588474e+00,1.231888086644468583e+00,1.211642208620614891e+00,1.437137897153346611e+00,1.506580607417597806e+00,1.542605868657477064e+00,1.510803371935266703e+00,1.368796521478710781e+00,1.311788194814045960e+00,1.291478067975913469e+00,1.389508210971022617e+00,1.380956420813768348e+00,1.354253685914133865e+00,1.362861729627798946e+00,1.181178889368497797e+00,1.151550898335991890e+00,1.278043929261766909e+00,1.278542717298925657e+00,1.253569527651873017e+00,1.253815025853551646e+00,1.157098811386982895e+00,1.087329865621504021e+00,5.702129195855121235e-01,5.403819591188703253e-01,1.092042590790311518e+00,2.819720249502710718e+00
1.830178887333537396e+00,2.872224831363216158e+00,2.973031863438241995e+00,2.334618713631547937e+00,1.562646828723428749e+00,8.677059755700923249e-01,3.657361117982509402e-01,2.109469854271021350e-01,2.369526017767961679e-01,2.452389470852408548e-01,2.537509201294333439e-01,1.962618674652443218e-01,3.076668012472522640e-01,2.912803488245013228e-01,4.404591348603626999e-01,4.594124551624666486e-01,4.361881448874416756e-01,4.822755067045552124e-01,4.293359670924461469e-01,2.842425563391978716e-01,4.967103558566914878e-01,5.025348650136195472e-01,5.389560316567040266e-01,5.284656062797213893e-01,5.968202894095061550e-01,6.013665944575989908e-01,6.017815398246335601e-01,7.556117679259871656e-01,7.650726238931705447e-01,6.166687115856865908e-01,6.358862850510481612e-01,7.097702190782793075e-01,8.082497528424531508e-01,7.046223523728973870e-01,7.456838438314836726e-01,8.202260353742208965e-01,7.888659817823880926e-01,7.736701295325362215e-01,8.335047348434805325e-01,8.211491548075520175e-01,9.278275756382023953e-01,1.072916034171194744e+00,1.042954270037034892e+00,1.043909053294445721e+00,1.031328810793978867e+00,7.888136237119389715e-01,4.603925562130823379e-01,2.021416490078595252e-01,4.485265352748563639e-01,1.974077744582048544e+00
2.083193315723134376e+00,3.250567019929173185e+00,3.429760904940232003e+00,2.886391129493510732e+00,1.892575994011122420e+00,1.115399669324243836e+00,6.367333492783771032e-01,3.409087941248082343e-01,2.882429877631030868e-01,2.979492227799313553e-01,3.672956990696067403e-01,2.945524410820569150e-01,2.235007183890223292e-01,2.852693808753717364e-01,3.165129496598868553e-01,3.778859769709604910e-01,4.359526489456580500e-01,4.870018565071337902e-01,5.328030289309759748e-01,5.550346145801287046e-01,6.682347460064146372e-01,6.033509573356546918e-01,6.097481866635872105e-01,8.341016065354656117e-01,8.839785497812973070e-01,8.957547066279285541e-01,1.028544161952058555e+00,1.013035016417162870e+00,9.657941816908173216e-01,9.144136444408625941e-01,9.525262683109261275e-01,1.128129538107554675e+00,1.140566768987130830e+00,1.126165280357759979e+00,1.160017240027644725e+00,1.035331583095212560e+00,1.125019808929437648e+00,1.113927890448003000e+00,1.105510786469095397e+00,1.287759256815574016e+00,1.302945895906455709e+00,1.402775504295026732e+00,1.450332769831117252e+00,1.455217736397312223e+00,1.501288589941598639e+00,1.304706996101605121e+00,9.730804857141547304e-01,4.081529612322564171e-01,4.029211426236249394e-01,1.764134464736134333e+00
2.250359980118042724e+00,3.711639346614042712e+00,4.007720292352098035e+00,3.619101298400512423e+00,2.670766792107347687e+00,1.804049505235908679e+00,1.074936484057059882e+00,6.265030506077553518e-01,3.521906347147168437e-01,3.283610417357782363e-01,3.736237137300235656e-01,4.318731676886783943e-01,4.737107588854475027e-01,3.877056681843153441e-01,3.580833238528506324e-01,4.920692098349324084e-01,5.774048069538968431e-01,8.131808101514068632e-01,8.718102991406416757e-01,1.010722628495752451e+00,1.039180070772370179e+00,1.192017128001010562e+00,1.420266181198902355e+00,1.526167768655623869e+00,1.456081927916833774e+00,1.424449883907528802e+00,1.498872117481885313e+00,1.411066201488644811e+00,1.281072518179014796e+00,1.346269116376032082e+00,1.432316365622951393e+00,1.490448885296933090e+00,1.578129039914192733e+00,1.670107135191781111e+00,1.611342117660718554e+00,1.526451916717262103e+00,1.400444686297551478e+00,1.415383376696656592e+00,1.477404150251316217e+00,1.587697366811157584e+00,1.664926976456073238e+00,1.752444677849830379e+00,1.795562989423944433e+00,1.822706111895095793e+00,1.906172459075278436e+00,1.761775101236151775e+00,1.398289732356438275e+00,7.626879824131360674e-01,6.421401000565410966e-01,1.742802292888808502e+00
2.598259148337653812e+00,4.047084649338686724e+00,4.437694949883861817e+00,4.244483356650560424e+00,3.447785754675022130e+00,2.592033455023163846e+00,1.701186013492613114e+00,1.107886328597934122e+00,6.076869756337065498e-01,4.581355530548283372e-01,4.621923298433102123e-01,5.184097218597142342e-01,3.654704605161048225e-01,5.173437756901017037e-01,5.246011626088310509e-01,6.577920598789508411e-01,6.710214039481743331e-01,9.121839656321214518e-01,1.160731701655365322e+00,1.210561226380027611e+00,1.359271676805816176e+00,1.648207984143223337e+00,2.087434359500675463e+00,2.176646214545572278e+00,2.094568266921774224e+00,1.903845737324945553e+00,1.754787850840874519e+00,1.639331612270872984e+00,1.598697027728879672e+00,1.523809295759057880e+00,1.497730235455566827e+00,1.506927736410310414e+00,1.609099081072774107e+00,1.660418071290122644e+00,1.755203837309600612e+00,1.576552381493195210e+00,1.554576020294166305e+00,1.673978543639473182e+00,1.524989936169046434e+00,1.749470893786194692e+00,1.811842504366448336e+00,1.957870118692932371e+00,2.032322962755268136e+00,2.036571527669328141e+00,1.955481669169472081e+00,1.842906062390514910e+00,1.561179328290171586e+00,8.873822748028273866e-01,6.667597829792273334e-01,1.846451757214228273e+00
2.511408348094815057e+00,4.256088097150537486e+00,4.775812030553113097e+00,4.576127430744495683e+00,4.043103091941359750e+00,3.479652769451604843e+00,2.742454942204012980e+00,1.851446636027368253e+00,1.222272911488568203e+00,7.204834138934693710e-01,4.924195587017176634e-01,4.936392846476730933e-01,4.389374177025221480e-01,5.374294171166010825e-01,6.336539812679146122e-01,5.667169887946185147e-01,6.563523384006464401e-01,7.606538579007146028e-01,9.168258139868227241e-01,1.275812361519647942e+00,1.539763642400618693e+00,2.006478640195088037e+00,2.451137075912431573e+00,2.570774622926716990e+00,2.371999415744348472e+00,2.079953930540471951e+00,1.809446835432716449e+00,1.594560908333329419e+00,1.594930219219030221e+00,1.605962798827063276e+00,1.535681462838453859e+00,1.524895664273798301e+00,1.472305473127442976e+00,1.651404959343716117e+00,1.649685979281789061e+00,1.679547885723092771e+00,1.577001453444638379e+00,1.641361255644124606e+00,1.626538087151852885e+00,1.677777117272252649e+00,1.775699477868372123e+00,1.829255607821212770e+00,2.057970454022048035e+00,2.027986439149469966e+00,1.844104621355614704e+00,1.818078203131088255e+00,1.585982340379935795e+00,9.251504555491851800e-01,7.357067572812924228e-01,2.036540741722007386e+00
2.638997496488959538e+00,4.358560848127402743e+00,4.859107896260447035e+00,4.707856232909000127e+00,4.386216317383716756e+00,4.043532789904642044e+00,3.563523750225737974e+00,2.863836181352843901e+00,1.958028366896645389e+00,1.316051547500667773e+00,8.481136547382815971e-01,5.089667402173450039e-01,4.503368564503948401e-01,5.143447996450530857e-01,5.226088682723099010e-01,4.919791455909890421e-01,6.176683331532115684e-01,5.932181668100889871e-01,8.487891748219691390e-01,1.275039323969083149e+00,1.665193774583438202e+00,2.240790100072428181e+00,2.627556001097787419e+00,2.805994126259264920e+00,2.485780895806215529e+00,2.142637889049688216e+00,1.833877204032332342e+00,1.640731964803019860e+00,1.462211558483416329e+00,1.342269273409422592e+00,1.361913309401479033e+00,1.485870282508606977e+00,1.491019191098482244e+00,1.598331086341022056e+00,1.633048936010695451e+00,1.630813839763631146e+00,1.638301730034393833e+00,1.655325542417063867e+00,1.598077319134699525e+00,1.560321665207383912e+00,1.606717683532713492e+00,1.819275787018770796e+00,1.893309659466767103e+00,1.937633625657781966e+00,1.954202403449381453e+00,1.919477876496762603e+00,1.492958146490914739e+00,9.362705711428754851e-01,8.823457098696168011e-01,2.212546798189220176e+00
2.296609793485424156e+00,4.185836624302847753e+00,4.837925090554078267e+00,4.740652575086206078e+00,4.552748334532073393e+00,4.370178142461475623e+00,4.135357032439300973e+00,3.725820203638406269e+00,2.964216063246037258e+00,1.977114037749923225e+00,1.344842954148888658e+00,7.435317694689710377e-01,4.146842057648696400e-01,3.747275998961823174e-01,4.103211838934980316e-01,3.925116926570494380e-01,4.919641912137794337e-01,6.308165566544088332e-01,8.595108728278423316e-01,1.261871389412825728e+00,1.656332381859467073e+00,2.131909351344362769e+00,2.376733982162751335e+00,2.550423898297538461e+00,2.348788444085949667e+00,2.146621777771691164e+00,1.809376197100708961e+00,1.359950174856097593e+00,1.231758845263865476e+00,1.074164113747271498e+00,1.055268756410136399e+00,1.396540376539324280e+00,1.386447331768451807e+00,1.517283509236686534e+00,1.591710976745945860e+00,1.523502228017912019e+00,1.801312771453312367e+00,1.672824628690600113e+00,1.760258389999570738e+00,1.654277085798191216e+00,1.672218202365973072e+00,1.753126334671450515e+00,2.026916856685438972e+00,1.991149729614383634e+00,1.966548856231560505e+00,1.931492653010322247e+00,1.390171137399780488e+00,1.061286550906537673e+00,9.716507608756952408e-01,2.338133561231759305e+00
2.114959361470443167e+00,4.076992840797498019e+00,4.692935706402912466e+00,4.753206189186435893e+00,4.614682813151707919e+00,4.512749537309266756e+00,4.479501289394435481e+00,4.250269611741804177e+00,3.777358828938543578e+00,2.849060847559376608e+00,1.896383853103879691e+00,1.136935708739241102e+00,6.458272563103667485e-01,4.818982099613118852e-01,4.287314277158506548e-01,4.237711820255662398e-01,4.662151810432775823e-01,7.148997026596878301e-01,9.207737008694579783e-01,1.138251703614444388e+00,1.377197550338338461e+00,1.638231883856779092e+00,2.018732027130088813e+00,2.256127589024273128e+00,2.256815806661883972e+00,1.986806517775826730e+00,1.751754458073723208e+00,1.343343680591188249e+00,1.141177546088711470e+00,9.662299390754948147e-01,1.167870889488596742e+00,1.302912318698059346e+00,1.353725004906406237e+00,1.392333402890970850e+00,1.489638618063774178e+00,1.605778761523765308e+00,1.768052720608580985e+00,1.836065284214064341e+00,1.696131799802430340e+00,1.618941904034620904e+00,1.699088883022824792e+00,1.849390417126984376e+00,2.054746579833153231e+00,1.942257505081713242e+00,1.999864275350682563e+00,1.839635306635436729e+00,1.315558327117693382e+00,8.500976523374998983e-01,9.573637304280769866e-01,2.375862745240610696e+00
